lockitver|DO NOT DELETE THIS LINE! 2896
p_zendar|Зендар
p_town_1|Саргот
p_town_2|Тихр
p_town_3|Велука
p_town_4|Суно
p_town_5|Елкала
p_town_6|Правен
p_town_7|Укскал
p_town_8|Ривадин
p_town_9|Худан
p_town_10|Тулга
p_town_11|Курав
p_town_12|Верхег
p_town_13|Ривахег
p_town_14|Халмар
p_town_15|Ялен
p_town_16|Дирим
p_town_17|Ичамур
p_town_18|Нарра
p_town_19|Шариз
p_town_20|Дуркуба
p_town_21|Амеррад
p_town_22|Барийе
p_castle_1|Замок Кулмарр
p_castle_2|Замок Малайург
p_castle_3|Замок Булуга
p_castle_4|Замок Радогир
p_castle_5|Замок Телрог
p_castle_6|Замок Тильбо
p_castle_7|Замок Сунгетче
p_castle_8|Замок Йерби
p_castle_9|Замок Ямише
p_castle_10|Замок Альбурк
p_castle_11|Замок Курин
p_castle_12|Замок Чальбек
p_castle_13|Замок Келредан
p_castle_14|Замок Марас
p_castle_15|Замок Эргеллон
p_castle_16|Замок Альмерра
p_castle_17|Замок Дистар
p_castle_18|Замок Исмирала
p_castle_19|Замок Ирума
p_castle_20|Замок Дерчиос
p_castle_21|Замок Ибделес
p_castle_22|Замок Унуздак
p_castle_23|Замок Теварин
p_castle_24|Замок Рейнди
p_castle_25|Замок Рибелет
p_castle_26|Замок Сенузгда
p_castle_27|Замок Риндьяр
p_castle_28|Замок Грюнвальдер
p_castle_29|Замок Нелаг
p_castle_30|Замок Асуган
p_castle_31|Замок Винкурд
p_castle_32|Замок Кнударр
p_castle_33|Замок Этроск
p_castle_34|Замок Хрус
p_castle_35|Замок Харингот
p_castle_36|Замок Джельбеги
p_castle_37|Замок Драмуг
p_castle_38|Замок Тулбук
p_castle_39|Замок Слезк
p_castle_40|Замок Уххун
p_castle_41|Замок Джамеййед
p_castle_42|Замок Терамма
p_castle_43|Замок Шарва
p_castle_44|Замок Дуррин
p_castle_45|Замок Караф
p_castle_46|Замок Вейях
p_castle_47|Замок Самарра
p_castle_48|Замок Бардак
p_village_1|Ярагар
p_village_2|Бургльен
p_village_3|Азгад
p_village_4|Номар
p_village_5|Кулум
p_village_6|Эмирин
p_village_7|Амере
p_village_8|Хаен
p_village_9|Бувран
p_village_10|Мехин
p_village_11|Дустурил
p_village_12|Эмер
p_village_13|Немея
p_village_14|Сумбуя
p_village_15|Рибелет
p_village_16|Шапеште
p_village_17|Мазен
p_village_18|Ульбурбан
p_village_19|Ханун
p_village_20|Услум
p_village_21|Базек
p_village_22|Шулус
p_village_23|Илвия
p_village_24|Рульди
p_village_25|Дашбига
p_village_26|Пагундур
p_village_27|Глунмар
p_village_28|Таш Кулун
p_village_29|Буллин
p_village_30|Рувар
p_village_31|Амбеан
p_village_32|Тосдар
p_village_33|Рулунс
p_village_34|Элердах
p_village_35|Фирихен
p_village_36|Яек
p_village_37|Ада Кулун
p_village_38|Ибиран
p_village_39|Реверан
p_village_40|Сарен
p_village_41|Дуган
p_village_42|Дириг Абан
p_village_43|Загуш
p_village_44|Пешми
p_village_45|Булугур
p_village_46|Феднер
p_village_47|Эпеше
p_village_48|Вейдар
p_village_49|Тисмирр
p_village_50|Каринди
p_village_51|Джельбеги
p_village_52|Амашке
p_village_53|Баланли
p_village_54|Чиде
p_village_55|Тадсамеш
p_village_56|Фенада
p_village_57|Ушкуру
p_village_58|Везин
p_village_59|Думар
p_village_60|Тальберл
p_village_61|Альделен
p_village_62|Ребаше
p_village_63|Рдуна
p_village_64|Сериндиар
p_village_65|Ийинда
p_village_66|Фисднар
p_village_67|Тебандра
p_village_68|Ибделес
p_village_69|Квинн
p_village_70|Диригсене
p_village_71|Тшибтин
p_village_72|Эльберл
p_village_73|Чаеза
p_village_74|Аййике
p_village_75|Бхулабан
p_village_76|Кедельке
p_village_77|Ризи
p_village_78|Саримиш
p_village_79|Истиниар
p_village_80|Ваейег
p_village_81|Одасан
p_village_82|Ялибе
p_village_83|Гисим
p_village_84|Челез
p_village_85|Исмирала
p_village_86|Слезк
p_village_87|Удиниад
p_village_88|Тулбук
p_village_89|Уххун
p_village_90|Ямише
p_village_91|Айн Ассуади
p_village_92|Дхиббаин
p_village_93|Кальют
p_village_94|Мазиг
p_village_95|Тамнух
p_village_96|Хабба
p_village_97|Сехтем
p_village_98|Мавити
p_village_99|Фишара
p_village_100|Икбайль
p_village_101|Узга
p_village_102|Шибаль Зумр
p_village_103|Миджает
p_village_104|Тазджунат
p_village_105|Ааб
p_village_106|Хаваха
p_village_107|Унрия
p_village_108|Мит Нун
p_village_109|Тилимсаль
p_village_110|Рушдиг
p_salt_mine|Соляная шахта
p_four_ways_inn|Таверна «Четыре дороги»
p_test_scene|тестовая сцена
p_battlefields|Поля сражений
p_dhorak_keep|Крепость Дорак
p_training_ground|Тренировочная площадка
p_training_ground_1|Тренировочная площадка
p_training_ground_2|Тренировочная площадка
p_training_ground_3|Тренировочная площадка
p_training_ground_4|Тренировочная площадка
p_training_ground_5|Тренировочная площадка
