lockitver|DO NOT DELETE THIS LINE! 2896
imod_plain|%s, простой
imod_cracked|%s, треснутый
imod_rusty|%s, ржавый
imod_bent|%s, погнутый
imod_chipped|%s, зазубренный
imod_battered|%s, потрёпанный
imod_poor|%s, плохой
imod_crude|%s, грубый
imod_old|%s, старый
imod_cheap|%s, дешёвый
imod_fine|%s, хороший
imod_well_made|%s, хорошо сделанный
imod_sharp|%s, острый
imod_balanced|%s, сбалансированный
imod_tempered|%s, закалённый
imod_deadly|%s, смертоносный
imod_exquisite|%s, изысканный
imod_masterwork|%s, мастерский
imod_heavy|%s, тяжёлый
imod_strong|%s, крепкий
imod_powerful|%s, мощный
imod_tattered|%s, изодранный
imod_ragged|%s, рваный
imod_rough|%s, грубый
imod_sturdy|%s, прочный
imod_thick|%s, толстый
imod_hardened|%s, упрочнённый
imod_reinforced|%s, усиленный
imod_superb|%s, превосходный
imod_lordly|%s, благородный
imod_lame|%s, хромой
imod_swaybacked|%s, с провисшей спиной
imod_stubborn|%s, упрямый
imod_timid|%s, пугливый
imod_meek|%s, кроткий
imod_spirited|%s, резвый
imod_champion|%s, чемпион
imod_fresh|%s, свежий
imod_day_old|%s, однодневной давности
imod_two_day_old|%s, двухдневной давности
imod_smelling|%s, дурно пахнущий
imod_rotten|%s, гнилой
imod_large_bag|Большой мешок %s
