lockitver|DO NOT DELETE THIS LINE! 2896
skinkey_chin_size|Размер подбородка
skinkey_chin_shape|Форма подбородка
skinkey_chin_forward|Подбородок вперёд
skinkey_jaw_width|Ширина челюсти
skinkey_jaw_position|Положение челюсти
skinkey_mouth_nose_distance|Расстояние рот-нос
skinkey_mouth_width|Ширина рта
skinkey_cheeks|Щёки
skinkey_nose_height|Высота носа
skinkey_nose_width|Ширина носа
skinkey_nose_size|Размер носа
skinkey_nose_shape|Форма носа
skinkey_nose_bridge|Переносица
skinkey_cheek_bones|Скулы
skinkey_eye_width|Ширина глаз
skinkey_eye_to_eye_dist|Расстояние между глазами
skinkey_eye_shape|Форма глаз
skinkey_eye_depth|Глубина глаз
skinkey_eyelids|Веки
skinkey_eyebrow_position|Положение бровей
skinkey_eyebrow_height|Высота бровей
skinkey_eyebrow_depth|Глубина бровей
skinkey_eyebrow_shape|Форма бровей
skinkey_temple_width|Ширина висков
skinkey_face_depth|Глубина лица
skinkey_face_ratio|Пропорции лица
skinkey_face_width|Ширина лица
skinkey_post_edit|Постредактирование
