lockitver|DO NOT DELETE THIS LINE! 2896
trp_multiplayer_profile_troop_male|юнит профиля мультиплеера мужской
trp_multiplayer_profile_troop_male_pl|юнит профиля мультиплеера мужской
trp_multiplayer_profile_troop_female|юнит профиля мультиплеера женский
trp_multiplayer_profile_troop_female_pl|юнит профиля мультиплеера женский
trp_temp_troop|Временный юнит
trp_temp_troop_pl|Временный юнит
trp_find_item_cheat|чит поиска предмета
trp_find_item_cheat_pl|чит поиска предмета
trp_random_town_sequence|Случайная последовательность городов
trp_random_town_sequence_pl|Случайная последовательность городов
trp_tournament_participants|Участники турнира
trp_tournament_participants_pl|Участники турнира
trp_tutorial_maceman|Боец с булавой
trp_tutorial_maceman_pl|Бойцы с булавой
trp_tutorial_archer|Лучник
trp_tutorial_archer_pl|Лучники
trp_tutorial_swordsman|Мечник
trp_tutorial_swordsman_pl|Мечники
trp_novice_fighter|Оруженосец
trp_novice_fighter_pl|Оруженосцы
trp_regular_fighter|Обычный боец
trp_regular_fighter_pl|Обычные бойцы
trp_veteran_fighter|Ветеран
trp_veteran_fighter_pl|Ветераны
trp_champion_fighter|Элитный воин
trp_champion_fighter_pl|Элитные воины
trp_arena_training_fighter_1|Оруженосец
trp_arena_training_fighter_1_pl|Оруженосцы
trp_arena_training_fighter_2|Оруженосец
trp_arena_training_fighter_2_pl|Оруженосцы
trp_arena_training_fighter_3|Обычный боец
trp_arena_training_fighter_3_pl|Обычные бойцы
trp_arena_training_fighter_4|Обычный боец
trp_arena_training_fighter_4_pl|Обычные бойцы
trp_arena_training_fighter_5|Обычный боец
trp_arena_training_fighter_5_pl|Обычные бойцы
trp_arena_training_fighter_6|Ветеран
trp_arena_training_fighter_6_pl|Ветераны
trp_arena_training_fighter_7|Ветеран
trp_arena_training_fighter_7_pl|Ветераны
trp_arena_training_fighter_8|Ветеран
trp_arena_training_fighter_8_pl|Ветераны
trp_arena_training_fighter_9|Элитный воин
trp_arena_training_fighter_9_pl|Элитные воины
trp_arena_training_fighter_10|Элитный воин
trp_arena_training_fighter_10_pl|Элитные воины
trp_cattle|Корова
trp_cattle_pl|Коровы
trp_farmer|Крестьянин
trp_farmer_pl|Крестьяне
trp_townsman|Горожанин
trp_townsman_pl|Горожане
trp_watchman|Стражник
trp_watchman_pl|Стражники
trp_caravan_guard|Караванный страж
trp_caravan_guard_pl|Караванные стражи
trp_mercenary_swordsman|Наёмный мечник
trp_mercenary_swordsman_pl|Наёмные мечники
trp_hired_blade|Элитный мечник
trp_hired_blade_pl|Элитные мечники
trp_mercenary_crossbowman|Наёмный арбалетчик
trp_mercenary_crossbowman_pl|Наёмные арбалетчики
trp_mercenary_horseman|Наёмный всадник
trp_mercenary_horseman_pl|Наёмные всадники
trp_mercenary_cavalry|Наёмная кавалерия
trp_mercenary_cavalry_pl|Наёмная кавалерия
trp_mercenaries_end|конец наёмников
trp_mercenaries_end_pl|конец наёмников
trp_swadian_recruit|Свадский рекрут
trp_swadian_recruit_pl|Свадские рекруты
trp_swadian_militia|Свадское ополчение
trp_swadian_militia_pl|Свадское ополчение
trp_swadian_footman|Свадский пехотинец
trp_swadian_footman_pl|Свадские пехотинцы
trp_swadian_infantry|Свадский пехотинец
trp_swadian_infantry_pl|Свадские пехотинцы
trp_swadian_sergeant|Свадский сержант
trp_swadian_sergeant_pl|Свадские сержанты
trp_swadian_skirmisher|Свадский застрельщик
trp_swadian_skirmisher_pl|Свадские застрельщики
trp_swadian_crossbowman|Свадский арбалетчик
trp_swadian_crossbowman_pl|Свадские арбалетчики
